Mã sinh viên,Ngày,Tên,Danh Mục,Số Tiền,Ghi Chú
B24DCCC999,2024-09-05,ff,Y tế,211104,Chi phí cần thiết trong tháng
B24DCCC999,2024-09-01,ff,Học tập,422353,Thanh toán dịch vụ
B24DCCC999,2024-08-01,ff,Khác,418639,Thanh toán dịch vụ
B24DCCC999,2024-10-23,ff,Giải trí,41151,Khoản chi đột xuất
B24DCCC999,2024-09-26,ff,Di chuyển,197500,Khoản chi đột xuất
B24DCCC999,2024-09-26,ff,Ăn uống,420954,Thanh toán dịch vụ
B24DCCC999,2024-10-20,ff,Mua sắm,477634,Thanh toán dịch vụ
B24DCCC999,2024-02-18,ff,Y tế,263395,Chi phí cần thiết trong tháng
B24DCCC999,2024-07-08,ff,Khác,274547,Khoản chi đột xuất
B24DCCC999,2024-07-23,ff,Giải trí,255328,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-10-20,ff,Di chuyển,321183,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-01-06,ff,Giải trí,247671,Khoản chi đột xuất
B24DCCC999,2024-08-24,ff,Mua sắm,472191,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-11-22,ff,Ăn uống,72365,Khoản chi đột xuất
B24DCCC999,2024-07-05,ff,Di chuyển,242812,Thanh toán dịch vụ
B24DCCC999,2024-01-31,ff,Mua sắm,426136,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-03-14,ff,Khác,349087,Khoản chi đột xuất
B24DCCC999,2024-04-03,ff,Học tập,499246,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-11-01,ff,Khác,452982,Khoản chi đột xuất
B24DCCC999,2024-07-29,ff,Di chuyển,307003,Khoản chi đột xuất
B24DCCC999,2024-07-13,ff,Mua sắm,387114,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-03-02,ff,Ăn uống,472759,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-02-26,ff,Ăn uống,468073,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-08-24,ff,Di chuyển,357094,Khoản chi đột xuất
B24DCCC999,2024-08-15,ff,Di chuyển,435330,Thanh toán dịch vụ
B24DCCC999,2024-12-19,ff,Ăn uống,449129,Khoản chi đột xuất
B24DCCC999,2024-09-30,ff,Học tập,273268,Khoản chi đột xuất
B24DCCC999,2024-04-27,ff,Y tế,301794,Thanh toán dịch vụ
B24DCCC999,2024-09-15,ff,Giải trí,290482,Thanh toán dịch vụ
B24DCCC999,2024-02-14,ff,Học tập,335870,Khoản chi đột xuất
B24DCCC999,2024-12-16,ff,Y tế,245578,Thanh toán dịch vụ
B24DCCC999,2024-10-16,ff,Khác,252364,Chi phí cần thiết trong tháng
B24DCCC999,2024-08-07,ff,Khác,36027,Chi phí cần thiết trong tháng
B24DCCC999,2024-03-09,ff,Ăn uống,57254,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-04-30,ff,Giải trí,256043,Chi phí cần thiết trong tháng
B24DCCC999,2024-06-21,ff,Y tế,378309,Khoản chi đột xuất
B24DCCC999,2024-07-08,ff,Mua sắm,475449,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-01-10,ff,Học tập,478352,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-02-12,ff,Giải trí,484661,Chi phí cần thiết trong tháng
B24DCCC999,2024-04-26,ff,Ăn uống,399493,Thanh toán dịch vụ
B24DCCC999,2024-03-07,ff,Học tập,344388,Chi phí cần thiết trong tháng
B24DCCC999,2024-05-01,ff,Y tế,204941,Chi phí cần thiết trong tháng
B24DCCC999,2024-05-05,ff,Y tế,146142,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-12-03,ff,Học tập,247666,Khoản chi đột xuất
B24DCCC999,2024-04-02,ff,Y tế,88877,Thanh toán dịch vụ
B24DCCC999,2024-05-13,ff,Mua sắm,268134,Chi phí cần thiết trong tháng
B24DCCC999,2024-11-21,ff,Y tế,109298,Khoản chi đột xuất
B24DCCC999,2024-05-25,ff,Giải trí,342199,Khoản chi đột xuất
B24DCCC999,2024-08-02,ff,Y tế,66957,Thanh toán dịch vụ
B24DCCC999,2024-04-14,ff,Học tập,323468,Thanh toán dịch vụ
B24DCCC999,2024-10-22,ff,Giải trí,412254,Thanh toán dịch vụ
B24DCCC999,2024-08-31,ff,Học tập,217374,Thanh toán dịch vụ
B24DCCC999,2024-08-22,ff,Y tế,265832,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-07-20,ff,Ăn uống,302750,Chi phí cần thiết trong tháng
B24DCCC999,2024-05-02,ff,Y tế,40339,Khoản chi đột xuất
B24DCCC999,2024-02-27,ff,Mua sắm,25935,Khoản chi đột xuất
B24DCCC999,2024-05-27,ff,Học tập,207889,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-02-18,ff,Y tế,255542,Thanh toán dịch vụ
B24DCCC999,2024-04-11,ff,Y tế,485837,Khoản chi đột xuất
B24DCCC999,2024-09-30,ff,Di chuyển,273349,Khoản chi đột xuất
B24DCCC999,2024-09-10,ff,Di chuyển,81212,Chi phí cần thiết trong tháng
B24DCCC999,2024-07-29,ff,Học tập,173029,Chi phí cần thiết trong tháng
B24DCCC999,2024-03-28,ff,Ăn uống,312309,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-09-27,ff,Ăn uống,379485,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-06-18,ff,Khác,434925,Thanh toán dịch vụ
B24DCCC999,2024-02-28,ff,Di chuyển,233775,Thanh toán dịch vụ
B24DCCC999,2024-10-24,ff,Giải trí,71037,Thanh toán dịch vụ
B24DCCC999,2024-09-13,ff,Mua sắm,471469,Khoản chi đột xuất
B24DCCC999,2024-06-28,ff,Ăn uống,236711,Thanh toán dịch vụ
B24DCCC999,2024-08-22,ff,Giải trí,130806,Thanh toán dịch vụ
B24DCCC999,2024-01-10,ff,Giải trí,333221,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-09-29,ff,Học tập,387354,Chi phí cần thiết trong tháng
B24DCCC999,2024-02-17,ff,Khác,235284,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-04-06,ff,Mua sắm,185441,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-02-18,ff,Học tập,235954,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-07-31,ff,Mua sắm,55855,Chi phí cần thiết trong tháng
B24DCCC999,2024-12-19,ff,Di chuyển,315634,Thanh toán dịch vụ
B24DCCC999,2024-06-22,ff,Giải trí,394638,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-11-10,ff,Giải trí,401831,Chi phí cần thiết trong tháng
B24DCCC999,2024-03-04,ff,Học tập,432834,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-08-16,ff,Y tế,135786,Khoản chi đột xuất
B24DCCC999,2024-07-01,ff,Khác,488737,Chi phí cần thiết trong tháng
B24DCCC999,2024-10-24,ff,Giải trí,385514,Thanh toán dịch vụ
B24DCCC999,2024-04-18,ff,Ăn uống,62614,Chi phí cần thiết trong tháng
B24DCCC999,2024-03-04,ff,Khác,114330,Chi phí cần thiết trong tháng
B24DCCC999,2024-04-18,ff,Giải trí,136700,Thanh toán dịch vụ
B24DCCC999,2024-11-26,ff,Học tập,392270,Khoản chi đột xuất
B24DCCC999,2024-09-18,ff,Khác,292882,Chi phí cần thiết trong tháng
B24DCCC999,2024-05-24,ff,Di chuyển,174228,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-10-26,ff,Học tập,264352,Thanh toán dịch vụ
B24DCCC999,2024-11-28,ff,Ăn uống,358110,Khoản chi đột xuất
B24DCCC999,2024-08-15,ff,Khác,299902,Thanh toán dịch vụ
B24DCCC999,2024-02-19,ff,Mua sắm,377975,Chi phí cần thiết trong tháng
B24DCCC999,2024-11-07,ff,Khác,407499,Thanh toán dịch vụ
B24DCCC999,2024-03-16,ff,Khác,328911,Chi phí cần thiết trong tháng
B24DCCC999,2024-07-25,ff,Y tế,317058,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-07-08,ff,Ăn uống,349612,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-06-09,ff,Học tập,474875,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-05-27,ff,Mua sắm,358503,Thanh toán dịch vụ
B24DCCC999,2024-06-28,ff,Học tập,202927,Thanh toán dịch vụ
B24DCCC999,2024-06-09,ff,Giải trí,434649,Chi phí cần thiết trong tháng
B24DCCC999,2024-10-17,ff,Học tập,483079,Khoản chi đột xuất
B24DCCC999,2024-02-14,ff,Mua sắm,187150,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-12-05,ff,Học tập,46818,Khoản chi đột xuất
B24DCCC999,2024-03-01,ff,Mua sắm,393046,Khoản chi đột xuất
B24DCCC999,2024-05-29,ff,Di chuyển,294441,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-12-10,ff,Giải trí,493690,Thanh toán dịch vụ
B24DCCC999,2024-10-15,ff,Mua sắm,163614,Khoản chi đột xuất
B24DCCC999,2024-07-16,ff,Y tế,100495,Khoản chi đột xuất
B24DCCC999,2024-02-09,ff,Ăn uống,170325,Chi phí cần thiết trong tháng
B24DCCC999,2024-07-05,ff,Ăn uống,249025,Khoản chi đột xuất
B24DCCC999,2024-10-26,ff,Di chuyển,180263,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-05-29,ff,Mua sắm,405909,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-09-30,ff,Di chuyển,160709,Thanh toán dịch vụ
B24DCCC999,2024-12-23,ff,Di chuyển,151139,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-01-22,ff,Học tập,450099,Thanh toán dịch vụ
B24DCCC999,2024-09-18,ff,Khác,394564,Khoản chi đột xuất
B24DCCC999,2024-02-04,ff,Di chuyển,289550,Thanh toán dịch vụ
B24DCCC999,2024-09-03,ff,Mua sắm,57052,Chi phí cần thiết trong tháng
B24DCCC999,2024-08-15,ff,Mua sắm,296681,Khoản chi đột xuất
B24DCCC999,2024-05-07,ff,Ăn uống,98538,Khoản chi đột xuất
B24DCCC999,2024-10-12,ff,Giải trí,199718,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-07-04,ff,Y tế,340452,Khoản chi đột xuất
B24DCCC999,2024-11-15,ff,Y tế,102517,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-08-19,ff,Ăn uống,199606,Khoản chi đột xuất
B24DCCC999,2024-05-11,ff,Di chuyển,295200,Chi phí cần thiết trong tháng
B24DCCC999,2024-11-22,ff,Học tập,142375,Khoản chi đột xuất
B24DCCC999,2024-08-31,ff,Di chuyển,21749,Chi phí cần thiết trong tháng
B24DCCC999,2024-04-19,ff,Mua sắm,358186,Thanh toán dịch vụ
B24DCCC999,2024-03-18,ff,Học tập,109167,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-02-09,ff,Học tập,57214,Thanh toán dịch vụ
B24DCCC999,2024-02-25,ff,Di chuyển,181560,Khoản chi đột xuất
B24DCCC999,2024-01-03,ff,Học tập,479466,Thanh toán dịch vụ
B24DCCC999,2024-09-06,ff,Học tập,336407,Thanh toán dịch vụ
B24DCCC999,2024-06-01,ff,Di chuyển,391304,Chi phí cần thiết trong tháng
B24DCCC999,2024-02-27,ff,Y tế,481131,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-09-25,ff,Mua sắm,323897,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-01-13,ff,Khác,326643,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-06-20,ff,Mua sắm,154774,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-05-11,ff,Học tập,397965,Khoản chi đột xuất
B24DCCC999,2024-05-08,ff,Học tập,292895,Thanh toán dịch vụ
B24DCCC999,2024-08-03,ff,Di chuyển,38344,Chi phí cần thiết trong tháng
B24DCCC999,2024-01-10,ff,Khác,141218,Thanh toán dịch vụ
B24DCCC999,2024-04-21,ff,Di chuyển,172287,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-07-30,ff,Mua sắm,172359,Khoản chi đột xuất
B24DCCC999,2024-07-27,ff,Mua sắm,70682,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-03-07,ff,Mua sắm,229185,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-09-04,ff,Mua sắm,494453,Khoản chi đột xuất
B24DCCC999,2024-12-29,ff,Học tập,466035,Chi phí cần thiết trong tháng
B24DCCC999,2024-09-13,ff,Mua sắm,267746,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-10-03,ff,Y tế,321805,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-11-06,ff,Học tập,161429,Khoản chi đột xuất
B24DCCC999,2024-08-12,ff,Y tế,422862,Khoản chi đột xuất
B24DCCC999,2024-03-08,ff,Học tập,260462,Chi phí cần thiết trong tháng
B24DCCC999,2024-09-15,ff,Học tập,211031,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-02-18,ff,Ăn uống,484960,Thanh toán dịch vụ
B24DCCC999,2024-10-17,ff,Khác,73922,Thanh toán dịch vụ
B24DCCC999,2024-04-18,ff,Khác,104590,Khoản chi đột xuất
B24DCCC999,2024-01-15,ff,Ăn uống,198747,Khoản chi đột xuất
B24DCCC999,2024-05-02,ff,Khác,136027,Khoản chi đột xuất
B24DCCC999,2024-12-21,ff,Y tế,154149,Chi phí cần thiết trong tháng
B24DCCC999,2024-12-03,ff,Khác,490356,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-10-30,ff,Khác,142003,Thanh toán dịch vụ
B24DCCC999,2024-02-23,ff,Y tế,386028,Chi phí cần thiết trong tháng
B24DCCC999,2024-02-25,ff,Giải trí,464624,Khoản chi đột xuất
B24DCCC999,2024-11-02,ff,Ăn uống,412567,Khoản chi đột xuất
B24DCCC999,2024-12-06,ff,Mua sắm,445090,Khoản chi đột xuất
B24DCCC999,2024-10-22,ff,Giải trí,240563,Thanh toán dịch vụ
B24DCCC999,2024-03-13,ff,Ăn uống,359592,Chi phí cần thiết trong tháng
B24DCCC999,2024-04-23,ff,Giải trí,215297,Khoản chi đột xuất
B24DCCC999,2024-07-01,ff,Y tế,290686,Khoản chi đột xuất
B24DCCC999,2024-02-24,ff,Học tập,362273,Thanh toán dịch vụ
B24DCCC999,2024-06-25,ff,Khác,393963,Chi phí cần thiết trong tháng
B24DCCC999,2024-10-31,ff,Giải trí,330799,Khoản chi đột xuất
B24DCCC999,2024-11-02,ff,Giải trí,346465,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-05-30,ff,Ăn uống,335323,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-02-27,ff,Mua sắm,366133,Thanh toán dịch vụ
B24DCCC999,2024-02-03,ff,Ăn uống,260759,Khoản chi đột xuất
B24DCCC999,2024-06-30,ff,Mua sắm,77632,Khoản chi đột xuất
B24DCCC999,2024-05-11,ff,Mua sắm,193030,Chi phí cần thiết trong tháng
B24DCCC999,2024-05-13,ff,Di chuyển,121501,Thanh toán dịch vụ
B24DCCC999,2024-05-26,ff,Giải trí,371281,Chi phí cần thiết trong tháng
B24DCCC999,2024-03-06,ff,Mua sắm,59687,Chi phí cần thiết trong tháng
B24DCCC999,2024-05-07,ff,Ăn uống,54183,Khoản chi đột xuất
B24DCCC999,2024-02-21,ff,Giải trí,453425,Thanh toán dịch vụ
B24DCCC999,2024-05-16,ff,Học tập,337931,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-04-08,ff,Giải trí,411467,Chi phí cần thiết trong tháng
B24DCCC999,2024-06-13,ff,Y tế,251034,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-04-28,ff,Học tập,68200,Chi phí cần thiết trong tháng
B24DCCC999,2024-08-31,ff,Giải trí,123693,Thanh toán dịch vụ
B24DCCC999,2024-12-07,ff,Mua sắm,363323,Thanh toán dịch vụ
B24DCCC999,2024-12-28,ff,Giải trí,494372,Chi phí cần thiết trong tháng
B24DCCC999,2024-11-23,ff,Khác,190618,Khoản chi đột xuất
B24DCCC999,2024-01-19,ff,Giải trí,412683,Khoản chi đột xuất
B24DCCC999,2024-07-31,ff,Ăn uống,107862,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-11-19,ff,Khác,172222,Chi phí cần thiết trong tháng
B24DCCC999,2024-12-07,ff,Khác,364465,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-01-16,ff,Học tập,198289,Khoản chi đột xuất
B24DCCC999,2024-10-15,ff,Khác,317834,Chi phí cần thiết trong tháng
B24DCCC999,2024-01-24,ff,Mua sắm,133771,Chi phí cần thiết trong tháng
B24DCCC999,2024-06-04,ff,Học tập,429922,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-09-23,ff,Giải trí,205855,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-06-11,ff,Mua sắm,144902,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-10-12,ff,Ăn uống,108301,Thanh toán dịch vụ
B24DCCC999,2024-11-07,ff,Y tế,383499,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-09-20,ff,Mua sắm,56938,Thanh toán dịch vụ
B24DCCC999,2024-09-29,ff,Giải trí,54720,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-07-31,ff,Y tế,300080,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-04-24,ff,Khác,111320,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-10-24,ff,Học tập,301446,Khoản chi đột xuất
B24DCCC999,2024-11-05,ff,Giải trí,54788,Chi phí cần thiết trong tháng
B24DCCC999,2024-08-27,ff,Di chuyển,246306,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-08-24,ff,Mua sắm,72452,Thanh toán dịch vụ
B24DCCC999,2024-03-15,ff,Di chuyển,230442,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-08-18,ff,Học tập,186381,Khoản chi đột xuất
B24DCCC999,2024-06-08,ff,Ăn uống,402003,Chi phí cần thiết trong tháng
B24DCCC999,2024-01-24,ff,Y tế,180719,Thanh toán dịch vụ
B24DCCC999,2024-06-26,ff,Khác,75629,Thanh toán dịch vụ
B24DCCC999,2024-05-30,ff,Y tế,152216,Chi phí cần thiết trong tháng
B24DCCC999,2024-12-21,ff,Y tế,285038,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-10-18,ff,Khác,297931,Thanh toán dịch vụ
B24DCCC999,2024-11-14,ff,Ăn uống,215481,Khoản chi đột xuất
B24DCCC999,2024-05-05,ff,Giải trí,119839,Thanh toán dịch vụ
B24DCCC999,2024-11-17,ff,Khác,434548,Chi phí cần thiết trong tháng
B24DCCC999,2024-01-14,ff,Khác,354080,Thanh toán dịch vụ
B24DCCC999,2024-07-07,ff,Ăn uống,115035,Chi phí cần thiết trong tháng
B24DCCC999,2024-11-12,ff,Giải trí,207884,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-11-26,ff,Y tế,340326,Khoản chi đột xuất
B24DCCC999,2024-09-18,ff,Mua sắm,79914,Khoản chi đột xuất
B24DCCC999,2024-07-31,ff,Di chuyển,318468,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-01-03,ff,Mua sắm,67791,Chi phí cần thiết trong tháng
B24DCCC999,2024-07-08,ff,Học tập,417335,Khoản chi đột xuất
B24DCCC999,2024-07-15,ff,Khác,316398,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-12-25,ff,Mua sắm,185817,Chi phí cần thiết trong tháng
B24DCCC999,2024-06-23,ff,Y tế,434730,Thanh toán dịch vụ
B24DCCC999,2024-01-01,ff,Giải trí,286253,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-12-07,ff,Y tế,376512,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-01-04,ff,Di chuyển,62352,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-05-07,ff,Y tế,142024,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-11-20,ff,Mua sắm,480666,Thanh toán dịch vụ
B24DCCC999,2024-02-02,ff,Di chuyển,413848,Chi phí cần thiết trong tháng
B24DCCC999,2024-08-11,ff,Giải trí,375582,Thanh toán dịch vụ
B24DCCC999,2024-05-23,ff,Giải trí,84650,Thanh toán dịch vụ
B24DCCC999,2024-12-21,ff,Mua sắm,467551,Chi phí cần thiết trong tháng
B24DCCC999,2024-06-08,ff,Học tập,312954,Thanh toán dịch vụ
B24DCCC999,2024-06-15,ff,Di chuyển,210971,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-08-22,ff,Mua sắm,256054,Chi phí cần thiết trong tháng
B24DCCC999,2024-10-22,ff,Khác,37583,Chi phí cần thiết trong tháng
B24DCCC999,2024-08-02,ff,Giải trí,84750,Khoản chi đột xuất
B24DCCC999,2024-01-19,ff,Ăn uống,385660,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-07-16,ff,Mua sắm,210521,Khoản chi đột xuất
B24DCCC999,2024-03-05,ff,Mua sắm,269057,Thanh toán dịch vụ
B24DCCC999,2024-07-01,ff,Mua sắm,278996,Chi phí cần thiết trong tháng
B24DCCC999,2024-04-29,ff,Học tập,381416,Chi phí cần thiết trong tháng
B24DCCC999,2024-05-25,ff,Khác,90616,Chi phí cần thiết trong tháng
B24DCCC999,2024-08-21,ff,Ăn uống,180691,Chi phí cần thiết trong tháng
B24DCCC999,2024-04-17,ff,Mua sắm,120879,Chi phí cần thiết trong tháng
B24DCCC999,2024-04-13,ff,Y tế,384656,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-03-22,ff,Ăn uống,60324,Thanh toán dịch vụ
B24DCCC999,2024-02-27,ff,Ăn uống,182163,Thanh toán dịch vụ
B24DCCC999,2024-07-02,ff,Giải trí,442335,Chi phí cần thiết trong tháng
B24DCCC999,2024-07-14,ff,Giải trí,334447,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-11-15,ff,Di chuyển,229005,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-03-25,ff,Mua sắm,330331,Thanh toán dịch vụ
B24DCCC999,2024-01-27,ff,Mua sắm,386318,Thanh toán dịch vụ
B24DCCC999,2024-10-24,ff,Học tập,452409,Thanh toán dịch vụ
B24DCCC999,2024-06-13,ff,Di chuyển,283578,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-09-30,ff,Y tế,150004,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-09-16,ff,Khác,335707,Chi phí cần thiết trong tháng
B24DCCC999,2024-08-14,ff,Mua sắm,258971,Chi phí cần thiết trong tháng
B24DCCC999,2024-10-09,ff,Ăn uống,479004,Khoản chi đột xuất
B24DCCC999,2024-05-03,ff,Giải trí,344353,Chi phí cần thiết trong tháng
B24DCCC999,2024-10-23,ff,Giải trí,36318,Khoản chi đột xuất
B24DCCC999,2024-12-08,ff,Khác,40945,Thanh toán dịch vụ
B24DCCC999,2024-05-18,ff,Khác,132914,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-12-20,ff,Học tập,129188,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-09-28,ff,Y tế,30995,Chi phí cần thiết trong tháng
B24DCCC999,2024-01-03,ff,Học tập,136335,Chi phí cần thiết trong tháng
B24DCCC999,2024-03-05,ff,Y tế,46946,Thanh toán dịch vụ
B24DCCC999,2024-08-13,ff,Học tập,497761,Thanh toán dịch vụ
B24DCCC999,2024-01-06,ff,Ăn uống,404913,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-06-03,ff,Giải trí,302848,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-12-27,ff,Di chuyển,252071,Phí dịch vụ hoặc tiện ích
B24DCCC999,2024-12-26,ff,Y tế,147050,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-06-04,dat,Giải trí,288215,Thanh toán dịch vụ
B24DCCC000,2024-07-20,dat,Học tập,238985,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-06-07,dat,Di chuyển,391194,Thanh toán dịch vụ
B24DCCC000,2024-10-24,dat,Y tế,484456,Chi phí cần thiết trong tháng
B24DCCC000,2024-03-11,dat,Mua sắm,288742,Khoản chi đột xuất
B24DCCC000,2024-11-21,dat,Ăn uống,56353,Khoản chi đột xuất
B24DCCC000,2024-05-21,dat,Y tế,138299,Chi phí cần thiết trong tháng
B24DCCC000,2024-08-05,dat,Khác,367448,Chi phí cần thiết trong tháng
B24DCCC000,2024-02-29,dat,Mua sắm,88490,Khoản chi đột xuất
B24DCCC000,2024-11-23,dat,Mua sắm,363465,Khoản chi đột xuất
B24DCCC000,2024-09-01,dat,Học tập,492552,Khoản chi đột xuất
B24DCCC000,2024-06-30,dat,Khác,80362,Thanh toán dịch vụ
B24DCCC000,2024-04-15,dat,Mua sắm,152398,Thanh toán dịch vụ
B24DCCC000,2024-11-29,dat,Mua sắm,376574,Thanh toán dịch vụ
B24DCCC000,2024-07-01,dat,Học tập,426162,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-11-27,dat,Y tế,205973,Khoản chi đột xuất
B24DCCC000,2024-09-14,dat,Di chuyển,357157,Thanh toán dịch vụ
B24DCCC000,2024-01-24,dat,Y tế,42169,Thanh toán dịch vụ
B24DCCC000,2024-10-27,dat,Di chuyển,310523,Thanh toán dịch vụ
B24DCCC000,2024-09-16,dat,Khác,48839,Thanh toán dịch vụ
B24DCCC000,2024-03-05,dat,Giải trí,350108,Khoản chi đột xuất
B24DCCC000,2024-04-25,dat,Mua sắm,41676,Chi phí cần thiết trong tháng
B24DCCC000,2024-04-21,dat,Khác,118967,Chi phí cần thiết trong tháng
B24DCCC000,2024-08-23,dat,Học tập,90713,Chi phí cần thiết trong tháng
B24DCCC000,2024-11-22,dat,Khác,100762,Thanh toán dịch vụ
B24DCCC000,2024-09-07,dat,Giải trí,336050,Thanh toán dịch vụ
B24DCCC000,2024-12-29,dat,Giải trí,480074,Khoản chi đột xuất
B24DCCC000,2024-02-14,dat,Khác,341084,Thanh toán dịch vụ
B24DCCC000,2024-05-30,dat,Học tập,66103,Thanh toán dịch vụ
B24DCCC000,2024-11-05,dat,Khác,211117,Thanh toán dịch vụ
B24DCCC000,2024-08-20,dat,Mua sắm,65253,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-10-07,dat,Ăn uống,140361,Khoản chi đột xuất
B24DCCC000,2024-12-10,dat,Khác,120392,Khoản chi đột xuất
B24DCCC000,2024-04-27,dat,Học tập,58880,Thanh toán dịch vụ
B24DCCC000,2024-09-12,dat,Học tập,103065,Khoản chi đột xuất
B24DCCC000,2024-03-01,dat,Mua sắm,57877,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-11-16,dat,Giải trí,85946,Thanh toán dịch vụ
B24DCCC000,2024-06-20,dat,Khác,143528,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-06-27,dat,Mua sắm,210894,Thanh toán dịch vụ
B24DCCC000,2024-04-20,dat,Khác,51011,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-12-04,dat,Mua sắm,223530,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-06-24,dat,Ăn uống,119691,Chi phí cần thiết trong tháng
B24DCCC000,2024-09-01,dat,Di chuyển,360564,Thanh toán dịch vụ
B24DCCC000,2024-03-22,dat,Giải trí,52611,Thanh toán dịch vụ
B24DCCC000,2024-10-09,dat,Di chuyển,152020,Khoản chi đột xuất
B24DCCC000,2024-02-20,dat,Mua sắm,52653,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-05-06,dat,Y tế,495211,Khoản chi đột xuất
B24DCCC000,2024-09-25,dat,Khác,139570,Thanh toán dịch vụ
B24DCCC000,2024-06-05,dat,Giải trí,367211,Chi phí cần thiết trong tháng
